PRICEEACH,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE,YEAR,MONTH,WEEKDAY,IS_HOLIDAY,QUANTITYORDERED
63.38,Classic Cars,173.0,France,Medium,2004.0,11.0,5.0,False,49.0
100.0,Classic Cars,173.0,USA,Medium,2004.0,12.0,2.0,False,26.0
62.09,Classic Cars,173.0,France,Medium,2004.0,12.0,2.0,False,49.0
100.0,Classic Cars,173.0,Japan,Medium,2005.0,1.0,2.0,False,34.0
95.35,Classic Cars,173.0,USA,Medium,2005.0,2.0,3.0,False,34.0
100.0,Classic Cars,173.0,USA,Medium,2005.0,3.0,2.0,False,33.0
100.0,Classic Cars,173.0,USA,Medium,2005.0,5.0,3.0,False,22.0
89.38,Classic Cars,79.0,Philippines,Medium,2003.0,3.0,0.0,False,39.0
63.84,Classic Cars,79.0,France,Small,2003.0,5.0,3.0,True,32.0
75.01,Classic Cars,79.0,USA,Small,2003.0,7.0,2.0,False,24.0
63.84,Classic Cars,79.0,USA,Small,2003.0,9.0,4.0,False,21.0
73.42,Classic Cars,79.0,USA,Small,2003.0,10.0,4.0,False,24.0
63.84,Classic Cars,79.0,Australia,Small,2003.0,11.0,1.0,False,36.0
81.4,Classic Cars,79.0,Norway,Small,2003.0,11.0,2.0,False,20.0
64.64,Classic Cars,79.0,Germany,Small,2003.0,11.0,3.0,False,30.0
82.99,Classic Cars,79.0,Spain,Medium,2003.0,12.0,1.0,False,44.0
92.57,Classic Cars,79.0,France,Small,2004.0,1.0,3.0,False,28.0
77.41,Classic Cars,79.0,Switzerland,Small,2004.0,2.0,6.0,False,37.0
74.21,Classic Cars,79.0,Denmark,Small,2004.0,4.0,4.0,False,20.0
90.17,Classic Cars,79.0,UK,Small,2004.0,6.0,1.0,False,25.0
76.61,Classic Cars,79.0,Italy,Small,2004.0,7.0,1.0,False,35.0
83.79,Classic Cars,79.0,USA,Medium,2004.0,8.0,0.0,False,38.0
69.43,Classic Cars,79.0,Switzerland,Small,2004.0,8.0,0.0,False,41.0
76.61,Classic Cars,79.0,Germany,Small,2003.0,10.0,5.0,False,22.0
81.4,Classic Cars,79.0,Germany,Medium,2004.0,10.0,5.0,False,49.0
73.42,Classic Cars,79.0,Sweden,Small,2004.0,11.0,2.0,False,38.0
100.0,Classic Cars,79.0,USA,Medium,2004.0,11.0,0.0,False,33.0
93.56,Classic Cars,79.0,Austria,Medium,2004.0,11.0,2.0,False,36.0
81.62,Classic Cars,79.0,Finland,Small,2005.0,1.0,3.0,False,34.0
67.83,Classic Cars,79.0,Finland,Small,2005.0,2.0,2.0,False,24.0
70.26,Classic Cars,79.0,Sweden,Small,2005.0,3.0,3.0,False,36.0
90.17,Classic Cars,79.0,Austria,Medium,2005.0,5.0,1.0,False,34.0
100.0,Trucks and Buses,118.0,Spain,Medium,2003.0,1.0,4.0,False,41.0
100.0,Trucks and Buses,118.0,USA,Medium,2003.0,4.0,4.0,False,46.0
100.0,Trucks and Buses,118.0,USA,Small,2003.0,6.0,1.0,False,24.0
100.0,Trucks and Buses,118.0,Finland,Small,2003.0,8.0,4.0,False,21.0
100.0,Trucks and Buses,118.0,Finland,Medium,2003.0,9.0,6.0,False,24.0
100.0,Trucks and Buses,118.0,Singapore,Medium,2003.0,10.0,2.0,False,48.0
100.0,Trucks and Buses,118.0,UK,Medium,2003.0,11.0,3.0,False,26.0
100.0,Trucks and Buses,118.0,Spain,Medium,2003.0,11.0,4.0,False,37.0
100.0,Trucks and Buses,118.0,USA,Medium,2003.0,11.0,1.0,False,49.0
99.54,Trucks and Buses,118.0,USA,Medium,2003.0,12.0,1.0,False,34.0
100.0,Trucks and Buses,118.0,USA,Medium,2004.0,2.0,1.0,False,48.0
100.0,Trucks and Buses,118.0,USA,Medium,2004.0,3.0,3.0,False,36.0
100.0,Trucks and Buses,118.0,Spain,Medium,2004.0,5.0,2.0,False,46.0
100.0,Trucks and Buses,118.0,Singapore,Medium,2004.0,6.0,1.0,False,46.0
97.17,Trucks and Buses,118.0,USA,Medium,2004.0,7.0,1.0,False,31.0
100.0,Trucks and Buses,118.0,USA,Medium,2004.0,8.0,3.0,False,41.0
100.0,Trucks and Buses,118.0,USA,Small,2004.0,9.0,2.0,False,21.0
100.0,Trucks and Buses,118.0,USA,Medium,2004.0,10.0,2.0,False,38.0
100.0,Trucks and Buses,118.0,Denmark,Medium,2004.0,10.0,4.0,False,45.0
58.38,Trucks and Buses,118.0,USA,Small,2004.0,11.0,4.0,False,26.0
100.0,Trucks and Buses,118.0,France,Medium,2004.0,11.0,5.0,False,38.0
100.0,Trucks and Buses,118.0,USA,Medium,2004.0,12.0,2.0,False,48.0
64.16,Trucks and Buses,118.0,Spain,Small,2004.0,12.0,4.0,False,42.0
35.71,Trucks and Buses,118.0,USA,Small,2005.0,1.0,6.0,False,49.0
66.58,Trucks and Buses,118.0,USA,Small,2005.0,2.0,3.0,False,32.0
100.0,Trucks and Buses,118.0,Spain,Medium,2005.0,5.0,1.0,False,54.0
100.0,Trucks and Buses,118.0,France,Medium,2005.0,5.0,1.0,False,33.0
100.0,Classic Cars,115.0,Philippines,Medium,2003.0,3.0,0.0,False,36.0
100.0,Classic Cars,115.0,France,Small,2003.0,5.0,3.0,True,20.0
97.89,Classic Cars,115.0,USA,Small,2003.0,7.0,2.0,False,29.0
97.89,Classic Cars,115.0,USA,Medium,2003.0,9.0,4.0,False,33.0
100.0,Classic Cars,115.0,USA,Medium,2003.0,10.0,5.0,False,50.0
100.0,Classic Cars,115.0,Austria,Medium,2003.0,11.0,1.0,False,41.0
100.0,Classic Cars,115.0,Norway,Medium,2003.0,11.0,2.0,False,36.0
100.0,Classic Cars,115.0,USA,Medium,2003.0,11.0,3.0,False,27.0
100.0,Classic Cars,115.0,Spain,Medium,2003.0,12.0,1.0,False,47.0
100.0,Classic Cars,115.0,Spain,Medium,2004.0,1.0,4.0,False,33.0
100.0,Classic Cars,115.0,Switzerland,Small,2004.0,2.0,6.0,False,21.0
93.28,Classic Cars,115.0,Finland,Small,2004.0,4.0,0.0,True,21.0
100.0,Classic Cars,115.0,UK,Medium,2004.0,6.0,1.0,False,41.0
100.0,Classic Cars,115.0,Italy,Medium,2004.0,7.0,1.0,False,40.0
100.0,Classic Cars,115.0,Singapore,Medium,2004.0,8.0,2.0,False,28.0
100.0,Classic Cars,115.0,Switzerland,Small,2004.0,8.0,0.0,False,23.0
100.0,Classic Cars,115.0,Germany,Small,2003.0,10.0,5.0,False,23.0
100.0,Classic Cars,115.0,Germany,Small,2004.0,10.0,5.0,False,25.0
100.0,Classic Cars,115.0,USA,Small,2004.0,11.0,3.0,False,24.0
64.74,Classic Cars,115.0,USA,Small,2004.0,11.0,0.0,False,39.0
75.2,Classic Cars,115.0,Austria,Medium,2004.0,11.0,2.0,False,55.0
88.45,Classic Cars,115.0,Finland,Medium,2005.0,1.0,3.0,False,46.0
100.0,Classic Cars,115.0,Finland,Medium,2005.0,2.0,2.0,False,50.0
100.0,Classic Cars,115.0,Sweden,Medium,2005.0,3.0,3.0,False,47.0
93.28,Classic Cars,115.0,France,Large,2005.0,4.0,3.0,False,97.0
100.0,Classic Cars,115.0,Austria,Medium,2005.0,5.0,1.0,False,32.0
100.0,Trucks and Buses,116.0,Norway,Medium,2003.0,1.0,2.0,False,35.0
100.0,Trucks and Buses,116.0,USA,Medium,2003.0,3.0,2.0,False,49.0
100.0,Trucks and Buses,116.0,Spain,Medium,2003.0,5.0,2.0,False,38.0
100.0,Trucks and Buses,116.0,USA,Medium,2003.0,7.0,3.0,False,32.0
100.0,Trucks and Buses,116.0,Singapore,Medium,2003.0,9.0,4.0,False,34.0
99.17,Trucks and Buses,116.0,Austria,Medium,2003.0,10.0,1.0,False,36.0
93.34,Trucks and Buses,116.0,Australia,Medium,2003.0,11.0,3.0,False,48.0
96.84,Trucks and Buses,116.0,USA,Small,2003.0,11.0,3.0,False,21.0
93.34,Trucks and Buses,116.0,France,Small,2003.0,11.0,1.0,False,21.0
100.0,Trucks and Buses,116.0,Canada,Medium,2003.0,12.0,4.0,False,34.0
100.0,Trucks and Buses,116.0,USA,Medium,2004.0,1.0,3.0,False,46.0
100.0,Trucks and Buses,116.0,USA,Medium,2004.0,3.0,2.0,False,32.0
100.0,Trucks and Buses,116.0,USA,Medium,2004.0,5.0,1.0,False,29.0
100.0,Trucks and Buses,116.0,Japan,Medium,2004.0,6.0,1.0,False,41.0
96.84,Trucks and Buses,116.0,Australia,Medium,2004.0,7.0,0.0,False,43.0
100.0,Trucks and Buses,116.0,Italy,Small,2004.0,8.0,1.0,False,24.0
100.0,Trucks and Buses,116.0,Sweden,Medium,2004.0,9.0,2.0,False,41.0
98.0,Trucks and Buses,116.0,France,Medium,2004.0,10.0,0.0,False,46.0
100.0,Trucks and Buses,116.0,USA,Medium,2004.0,10.0,3.0,False,32.0
100.0,Trucks and Buses,116.0,USA,Small,2004.0,11.0,3.0,False,22.0
40.25,Trucks and Buses,116.0,USA,Small,2004.0,11.0,3.0,False,29.0
49.6,Trucks and Buses,116.0,Australia,Small,2004.0,11.0,0.0,False,42.0
98.0,Trucks and Buses,116.0,USA,Medium,2004.0,12.0,4.0,False,39.0
100.0,Trucks and Buses,116.0,Australia,Medium,2005.0,1.0,3.0,False,27.0
98.0,Trucks and Buses,116.0,USA,Medium,2005.0,2.0,3.0,False,48.0
85.1,Trucks and Buses,116.0,Australia,Small,2005.0,3.0,2.0,False,29.0
100.0,Trucks and Buses,116.0,Canada,Medium,2005.0,5.0,6.0,False,27.0
100.0,Trucks and Buses,116.0,Spain,Large,2005.0,5.0,1.0,False,54.0
100.0,Classic Cars,141.0,USA,Medium,2003.0,3.0,0.0,False,26.0
100.0,Classic Cars,141.0,France,Medium,2003.0,5.0,3.0,True,34.0
100.0,Classic Cars,141.0,France,Medium,2003.0,7.0,4.0,False,25.0
100.0,Classic Cars,141.0,Australia,Small,2003.0,9.0,3.0,False,23.0
100.0,Classic Cars,141.0,Denmark,Medium,2003.0,10.0,4.0,False,28.0
100.0,Classic Cars,141.0,Canada,Medium,2003.0,11.0,2.0,False,35.0
100.0,Classic Cars,141.0,Norway,Medium,2003.0,11.0,2.0,False,44.0
100.0,Classic Cars,141.0,USA,Medium,2003.0,11.0,3.0,False,22.0
100.0,Classic Cars,141.0,USA,Medium,2003.0,12.0,1.0,False,42.0
100.0,Classic Cars,141.0,Spain,Medium,2004.0,1.0,4.0,False,29.0
100.0,Classic Cars,141.0,Switzerland,Medium,2004.0,2.0,6.0,False,32.0
100.0,Classic Cars,141.0,Japan,Medium,2004.0,4.0,1.0,False,41.0
100.0,Classic Cars,141.0,UK,Medium,2004.0,6.0,1.0,False,26.0
100.0,Classic Cars,141.0,Italy,Small,2004.0,7.0,1.0,False,21.0
100.0,Classic Cars,141.0,USA,Medium,2004.0,8.0,4.0,False,34.0
100.0,Classic Cars,141.0,Switzerland,Medium,2004.0,8.0,0.0,False,41.0
100.0,Classic Cars,141.0,Norway,Medium,2003.0,10.0,6.0,False,37.0
100.0,Classic Cars,141.0,Germany,Medium,2004.0,10.0,5.0,False,37.0
100.0,Classic Cars,141.0,USA,Medium,2004.0,11.0,3.0,False,41.0
100.0,Classic Cars,141.0,USA,Medium,2004.0,11.0,2.0,False,46.0
100.0,Classic Cars,141.0,Australia,Medium,2004.0,11.0,2.0,False,40.0
97.6,Classic Cars,141.0,France,Medium,2004.0,12.0,3.0,False,43.0
87.06,Classic Cars,141.0,USA,Small,2005.0,1.0,4.0,False,30.0
100.0,Classic Cars,141.0,Finland,Medium,2005.0,2.0,2.0,False,35.0
93.77,Classic Cars,141.0,USA,Medium,2005.0,3.0,4.0,False,36.0
100.0,Classic Cars,141.0,Denmark,Large,2005.0,4.0,4.0,False,61.0
100.0,Classic Cars,141.0,Austria,Medium,2005.0,5.0,1.0,False,38.0
100.0,Vintage Cars,102.0,USA,Medium,2003.0,1.0,4.0,False,39.0
99.66,Vintage Cars,102.0,USA,Medium,2003.0,3.0,1.0,False,33.0
100.0,Vintage Cars,102.0,Australia,Medium,2003.0,5.0,2.0,False,32.0
100.0,Vintage Cars,102.0,Australia,Medium,2003.0,7.0,2.0,False,31.0
100.0,Vintage Cars,102.0,USA,Medium,2003.0,9.0,4.0,False,50.0
91.44,Vintage Cars,102.0,USA,Medium,2003.0,10.0,5.0,False,48.0
100.0,Vintage Cars,102.0,Italy,Medium,2003.0,11.0,2.0,False,43.0
87.33,Vintage Cars,102.0,USA,Small,2003.0,11.0,2.0,False,25.0
100.0,Vintage Cars,102.0,Australia,Medium,2003.0,11.0,4.0,False,28.0
100.0,Vintage Cars,102.0,Spain,Medium,2003.0,12.0,2.0,False,36.0
89.38,Vintage Cars,102.0,USA,Small,2004.0,1.0,3.0,False,27.0
100.0,Vintage Cars,102.0,France,Small,2004.0,3.0,1.0,False,25.0
100.0,Vintage Cars,102.0,Spain,Medium,2004.0,4.0,3.0,False,40.0
95.55,Vintage Cars,102.0,Denmark,Medium,2004.0,6.0,1.0,False,34.0
100.0,Vintage Cars,102.0,Italy,Medium,2004.0,8.0,1.0,False,50.0
100.0,Vintage Cars,102.0,Norway,Medium,2004.0,9.0,4.0,False,38.0
95.55,Vintage Cars,102.0,France,Medium,2004.0,10.0,0.0,False,37.0
89.38,Vintage Cars,102.0,USA,Medium,2004.0,10.0,3.0,False,43.0
86.3,Vintage Cars,102.0,USA,Medium,2004.0,11.0,3.0,False,43.0
95.13,Vintage Cars,102.0,UK,Medium,2004.0,11.0,2.0,False,46.0
36.11,Vintage Cars,102.0,USA,Small,2004.0,11.0,0.0,False,42.0
50.18,Vintage Cars,102.0,France,Small,2004.0,12.0,3.0,False,50.0
100.0,Vintage Cars,102.0,USA,Large,2005.0,1.0,3.0,False,44.0
93.16,Vintage Cars,102.0,Spain,Small,2005.0,2.0,2.0,False,27.0
100.0,Vintage Cars,102.0,Australia,Medium,2005.0,3.0,2.0,False,35.0
95.55,Vintage Cars,102.0,USA,Medium,2005.0,5.0,0.0,True,51.0
50.14,Vintage Cars,53.0,USA,Small,2003.0,1.0,4.0,False,41.0
49.06,Vintage Cars,53.0,USA,Small,2003.0,3.0,1.0,False,48.0
54.99,Vintage Cars,53.0,Spain,Small,2003.0,5.0,2.0,False,42.0
43.13,Vintage Cars,53.0,Australia,Small,2003.0,7.0,2.0,False,49.0
58.22,Vintage Cars,53.0,USA,Small,2003.0,9.0,4.0,False,30.0
51.21,Vintage Cars,53.0,USA,Small,2003.0,10.0,5.0,False,45.0
44.21,Vintage Cars,53.0,Italy,Small,2003.0,11.0,2.0,False,48.0
54.45,Vintage Cars,53.0,USA,Small,2003.0,11.0,2.0,False,32.0
53.37,Vintage Cars,53.0,Australia,Small,2003.0,11.0,4.0,False,46.0
63.61,Vintage Cars,53.0,Spain,Medium,2003.0,12.0,2.0,False,48.0
43.13,Vintage Cars,53.0,USA,Small,2004.0,1.0,3.0,False,33.0
48.52,Vintage Cars,53.0,France,Small,2004.0,3.0,1.0,False,31.0
58.22,Vintage Cars,53.0,Spain,Small,2004.0,4.0,3.0,False,20.0
51.75,Vintage Cars,53.0,Denmark,Small,2004.0,6.0,1.0,False,29.0
57.68,Vintage Cars,53.0,Italy,Small,2004.0,8.0,1.0,False,27.0
56.07,Vintage Cars,53.0,Norway,Small,2004.0,9.0,4.0,False,24.0
48.52,Vintage Cars,53.0,France,Small,2004.0,10.0,0.0,False,37.0
44.21,Vintage Cars,53.0,USA,Small,2004.0,10.0,3.0,False,25.0
57.68,Vintage Cars,53.0,USA,Small,2004.0,11.0,3.0,False,41.0
89.89,Vintage Cars,53.0,UK,Small,2004.0,11.0,2.0,False,27.0
58.95,Vintage Cars,53.0,Australia,Small,2004.0,11.0,0.0,False,21.0
72.41,Vintage Cars,53.0,France,Small,2004.0,12.0,3.0,False,22.0
98.63,Vintage Cars,53.0,USA,Medium,2005.0,1.0,3.0,False,32.0
52.83,Vintage Cars,53.0,USA,Small,2005.0,2.0,3.0,False,25.0
100.0,Vintage Cars,53.0,Australia,Medium,2005.0,3.0,2.0,False,42.0
51.75,Vintage Cars,53.0,USA,Small,2005.0,5.0,0.0,True,25.0
100.0,Classic Cars,124.0,UK,Medium,2003.0,3.0,1.0,False,37.0
100.0,Classic Cars,124.0,France,Medium,2003.0,5.0,1.0,False,26.0
99.55,Classic Cars,124.0,France,Medium,2003.0,7.0,3.0,False,44.0
100.0,Classic Cars,124.0,Australia,Medium,2003.0,9.0,3.0,False,47.0
100.0,Classic Cars,124.0,Denmark,Medium,2003.0,10.0,4.0,False,43.0
100.0,Classic Cars,124.0,USA,Medium,2003.0,11.0,2.0,False,42.0
100.0,Classic Cars,124.0,Norway,Medium,2003.0,11.0,2.0,False,42.0
100.0,Classic Cars,124.0,USA,Medium,2003.0,11.0,3.0,False,29.0
100.0,Classic Cars,124.0,USA,Medium,2003.0,12.0,1.0,False,40.0
100.0,Classic Cars,124.0,Spain,Medium,2004.0,1.0,4.0,False,38.0
100.0,Classic Cars,124.0,USA,Medium,2004.0,2.0,3.0,False,38.0
100.0,Classic Cars,124.0,France,Small,2004.0,4.0,1.0,False,21.0
100.0,Classic Cars,124.0,UK,Medium,2004.0,6.0,1.0,False,24.0
100.0,Classic Cars,124.0,Italy,Medium,2004.0,7.0,1.0,False,36.0
100.0,Classic Cars,124.0,USA,Small,2004.0,8.0,4.0,False,23.0
100.0,Classic Cars,124.0,Singapore,Small,2004.0,9.0,2.0,False,20.0
100.0,Classic Cars,124.0,Norway,Medium,2003.0,10.0,6.0,False,32.0
100.0,Classic Cars,124.0,Spain,Small,2004.0,10.0,5.0,False,29.0
100.0,Classic Cars,124.0,USA,Medium,2004.0,11.0,3.0,False,44.0
100.0,Classic Cars,124.0,USA,Medium,2004.0,11.0,2.0,False,44.0
100.0,Classic Cars,124.0,France,Medium,2004.0,11.0,2.0,False,36.0
56.3,Classic Cars,124.0,USA,Small,2005.0,1.0,2.0,False,49.0
42.64,Classic Cars,124.0,Spain,Small,2005.0,2.0,3.0,False,34.0
100.0,Classic Cars,124.0,USA,Large,2005.0,4.0,4.0,False,59.0
100.0,Classic Cars,124.0,Austria,Medium,2005.0,5.0,1.0,False,37.0
100.0,Planes,157.0,Italy,Medium,2003.0,2.0,0.0,False,36.0
100.0,Planes,157.0,Austria,Medium,2003.0,4.0,0.0,False,43.0
100.0,Planes,157.0,USA,Small,2003.0,6.0,0.0,False,21.0
100.0,Planes,157.0,USA,Medium,2003.0,8.0,6.0,False,32.0
100.0,Planes,157.0,Finland,Medium,2003.0,10.0,0.0,False,38.0
100.0,Planes,157.0,Sweden,Medium,2003.0,10.0,3.0,False,43.0
100.0,Planes,157.0,France,Medium,2003.0,11.0,5.0,False,42.0
100.0,Planes,157.0,UK,Medium,2003.0,11.0,4.0,False,32.0
100.0,Planes,157.0,Philippines,Large,2003.0,11.0,3.0,False,42.0
100.0,Planes,157.0,Japan,Medium,2004.0,1.0,0.0,True,31.0
100.0,Planes,157.0,USA,Medium,2004.0,2.0,3.0,False,49.0
100.0,Planes,157.0,USA,Large,2004.0,5.0,1.0,False,45.0
100.0,Planes,157.0,Spain,Medium,2004.0,6.0,3.0,False,49.0
100.0,Planes,157.0,USA,Medium,2004.0,7.0,2.0,False,41.0
100.0,Planes,157.0,Norway,Medium,2004.0,8.0,5.0,False,45.0
100.0,Planes,157.0,Germany,Medium,2004.0,9.0,2.0,False,36.0
100.0,Planes,157.0,USA,Large,2004.0,10.0,3.0,False,39.0
100.0,Planes,157.0,UK,Medium,2004.0,11.0,0.0,False,27.0
100.0,Planes,157.0,Denmark,Small,2004.0,11.0,2.0,False,25.0
100.0,Planes,157.0,Belgium,Medium,2004.0,11.0,0.0,False,41.0
99.52,Planes,157.0,UK,Medium,2004.0,12.0,4.0,False,39.0
57.55,Planes,157.0,Finland,Small,2005.0,1.0,0.0,False,28.0
54.57,Planes,157.0,Spain,Small,2005.0,3.0,1.0,False,25.0
100.0,Planes,157.0,France,Medium,2005.0,3.0,2.0,False,33.0
100.0,Planes,157.0,USA,Medium,2005.0,4.0,4.0,False,34.0
100.0,Planes,157.0,Italy,Medium,2005.0,5.0,1.0,False,24.0
100.0,Vintage Cars,170.0,USA,Medium,2003.0,1.0,0.0,False,30.0
100.0,Vintage Cars,170.0,UK,Medium,2003.0,3.0,1.0,False,42.0
100.0,Vintage Cars,170.0,USA,Small,2003.0,5.0,2.0,False,21.0
100.0,Vintage Cars,170.0,USA,Medium,2003.0,9.0,4.0,False,34.0
100.0,Vintage Cars,170.0,USA,Medium,2003.0,10.0,5.0,False,29.0
100.0,Vintage Cars,170.0,Italy,Medium,2003.0,11.0,2.0,False,24.0
100.0,Vintage Cars,170.0,USA,Large,2003.0,11.0,2.0,False,44.0
100.0,Vintage Cars,170.0,Australia,Medium,2003.0,11.0,4.0,False,21.0
100.0,Vintage Cars,170.0,USA,Medium,2003.0,12.0,1.0,False,33.0
100.0,Vintage Cars,170.0,Spain,Medium,2004.0,1.0,0.0,False,30.0
100.0,Vintage Cars,170.0,France,Medium,2004.0,3.0,1.0,False,26.0
100.0,Vintage Cars,170.0,France,Large,2004.0,4.0,1.0,False,41.0
100.0,Vintage Cars,170.0,Italy,Medium,2004.0,8.0,1.0,False,26.0
100.0,Vintage Cars,170.0,Singapore,Medium,2004.0,9.0,2.0,False,32.0
100.0,Vintage Cars,170.0,UK,Large,2003.0,10.0,0.0,False,43.0
100.0,Vintage Cars,170.0,USA,Large,2004.0,10.0,3.0,False,48.0
74.04,Vintage Cars,170.0,USA,Medium,2004.0,11.0,2.0,False,44.0
100.0,Vintage Cars,170.0,France,Large,2004.0,11.0,3.0,False,45.0
100.0,Vintage Cars,170.0,USA,Medium,2005.0,1.0,2.0,False,37.0
100.0,Vintage Cars,170.0,Spain,Medium,2005.0,2.0,3.0,False,39.0
100.0,Vintage Cars,170.0,USA,Large,2005.0,4.0,4.0,False,76.0
100.0,Vintage Cars,170.0,Australia,Medium,2005.0,5.0,6.0,False,37.0
82.39,Classic Cars,77.0,Philippines,Medium,2003.0,3.0,0.0,False,38.0
72.38,Classic Cars,77.0,France,Medium,2003.0,5.0,3.0,True,43.0
79.31,Classic Cars,77.0,USA,Medium,2003.0,7.0,2.0,False,48.0
82.39,Classic Cars,77.0,USA,Small,2003.0,9.0,4.0,False,26.0
88.55,Classic Cars,77.0,USA,Medium,2003.0,10.0,5.0,False,38.0
63.14,Classic Cars,77.0,Austria,Small,2003.0,11.0,1.0,False,20.0
73.92,Classic Cars,77.0,Norway,Small,2003.0,11.0,2.0,False,22.0
90.86,Classic Cars,77.0,USA,Medium,2003.0,11.0,3.0,False,45.0
85.47,Classic Cars,77.0,Spain,Medium,2003.0,12.0,1.0,False,45.0
66.99,Classic Cars,77.0,Spain,Small,2004.0,1.0,4.0,False,20.0
64.68,Classic Cars,77.0,Switzerland,Medium,2004.0,2.0,6.0,False,47.0
73.92,Classic Cars,77.0,Finland,Medium,2004.0,4.0,0.0,True,46.0
83.93,Classic Cars,77.0,UK,Small,2004.0,6.0,1.0,False,23.0
74.69,Classic Cars,77.0,Italy,Small,2004.0,7.0,1.0,False,33.0
90.86,Classic Cars,77.0,USA,Small,2004.0,8.0,4.0,False,29.0
82.39,Classic Cars,77.0,Switzerland,Medium,2004.0,8.0,0.0,False,44.0
92.4,Classic Cars,77.0,Germany,Medium,2003.0,10.0,5.0,False,41.0
91.63,Classic Cars,77.0,Germany,Small,2004.0,10.0,5.0,False,20.0
78.54,Classic Cars,77.0,USA,Small,2004.0,11.0,3.0,False,37.0
100.0,Classic Cars,77.0,USA,Small,2004.0,11.0,0.0,False,29.0
65.45,Classic Cars,77.0,Australia,Medium,2004.0,11.0,2.0,False,55.0
100.0,Classic Cars,77.0,Finland,Medium,2005.0,1.0,3.0,False,22.0
67.76,Classic Cars,77.0,Finland,Small,2005.0,2.0,2.0,False,31.0
79.22,Classic Cars,77.0,Sweden,Medium,2005.0,3.0,3.0,False,49.0
73.92,Classic Cars,77.0,France,Medium,2005.0,4.0,3.0,False,61.0
83.93,Classic Cars,77.0,Austria,Medium,2005.0,5.0,1.0,False,39.0
100.0,Classic Cars,142.0,USA,Medium,2003.0,3.0,0.0,False,38.0
100.0,Classic Cars,142.0,France,Medium,2003.0,5.0,3.0,True,31.0
100.0,Classic Cars,142.0,France,Medium,2003.0,7.0,4.0,False,36.0
100.0,Classic Cars,142.0,Australia,Medium,2003.0,9.0,3.0,False,25.0
100.0,Classic Cars,142.0,Denmark,Medium,2003.0,10.0,4.0,False,48.0
100.0,Classic Cars,142.0,Canada,Medium,2003.0,11.0,2.0,False,35.0
100.0,Classic Cars,142.0,Norway,Medium,2003.0,11.0,2.0,False,21.0
100.0,Classic Cars,142.0,USA,Large,2003.0,11.0,3.0,False,47.0
100.0,Classic Cars,142.0,USA,Medium,2003.0,12.0,1.0,False,38.0
100.0,Classic Cars,142.0,Spain,Medium,2004.0,1.0,4.0,False,41.0
100.0,Classic Cars,142.0,USA,Medium,2004.0,2.0,3.0,False,24.0
100.0,Classic Cars,142.0,Japan,Medium,2004.0,4.0,1.0,False,37.0
100.0,Classic Cars,142.0,UK,Medium,2004.0,6.0,1.0,False,33.0
100.0,Classic Cars,142.0,Italy,Medium,2004.0,7.0,1.0,False,49.0
100.0,Classic Cars,142.0,USA,Medium,2004.0,8.0,4.0,False,29.0
100.0,Classic Cars,142.0,Switzerland,Medium,2004.0,8.0,0.0,False,24.0
100.0,Classic Cars,142.0,Norway,Large,2003.0,10.0,6.0,False,47.0
100.0,Classic Cars,142.0,Germany,Medium,2004.0,10.0,5.0,False,24.0
100.0,Classic Cars,142.0,USA,Medium,2004.0,11.0,3.0,False,25.0
32.47,Classic Cars,142.0,USA,Small,2004.0,11.0,2.0,False,30.0
100.0,Classic Cars,142.0,Australia,Medium,2004.0,11.0,2.0,False,22.0
64.69,Classic Cars,142.0,France,Small,2004.0,12.0,3.0,False,27.0
100.0,Classic Cars,142.0,Belgium,Medium,2005.0,1.0,0.0,False,34.0
100.0,Classic Cars,142.0,Finland,Medium,2005.0,2.0,2.0,False,36.0
43.05,Classic Cars,142.0,USA,Small,2005.0,3.0,4.0,False,34.0
100.0,Classic Cars,142.0,Denmark,Large,2005.0,4.0,4.0,False,48.0
100.0,Classic Cars,142.0,Austria,Medium,2005.0,5.0,1.0,False,34.0
100.0,Classic Cars,163.0,Spain,Medium,2003.0,1.0,4.0,False,24.0
100.0,Classic Cars,163.0,USA,Large,2003.0,4.0,4.0,False,46.0
100.0,Classic Cars,163.0,USA,Large,2003.0,6.0,1.0,False,45.0
100.0,Classic Cars,163.0,Finland,Medium,2003.0,8.0,4.0,False,39.0
100.0,Classic Cars,163.0,Finland,Large,2003.0,9.0,6.0,False,43.0
100.0,Classic Cars,163.0,Singapore,Medium,2003.0,10.0,2.0,False,29.0
100.0,Classic Cars,163.0,Italy,Medium,2003.0,11.0,3.0,False,20.0
100.0,Classic Cars,163.0,Spain,Large,2003.0,11.0,4.0,False,46.0
100.0,Classic Cars,163.0,USA,Medium,2003.0,11.0,1.0,False,27.0
100.0,Classic Cars,163.0,USA,Large,2003.0,12.0,1.0,False,44.0
100.0,Classic Cars,163.0,USA,Large,2004.0,2.0,1.0,False,43.0
100.0,Classic Cars,163.0,Germany,Large,2004.0,3.0,0.0,False,49.0
100.0,Classic Cars,163.0,Spain,Medium,2004.0,5.0,2.0,False,40.0
100.0,Classic Cars,163.0,Singapore,Medium,2004.0,6.0,1.0,False,30.0
100.0,Classic Cars,163.0,USA,Large,2004.0,7.0,1.0,False,50.0
100.0,Classic Cars,163.0,USA,Medium,2004.0,8.0,4.0,False,23.0
100.0,Classic Cars,163.0,USA,Medium,2004.0,9.0,2.0,False,26.0
